>F7FHE5_MACMU/1-1990 [subseq from] F7FHE5_MACMU
>F7FHE5_MACMU/1990-2072 [subseq from] F7FHE5_MACMU
>F7FHE5_MACMU/2072-2210 [subseq from] F7FHE5_MACMU
>F7FHD6_MACMU/1-1990 [subseq from] F7FHD6_MACMU
>F7FHD6_MACMU/1990-2183 [subseq from] F7FHD6_MACMU
>F1LST1_RAT/1-1290 [subseq from] F1LST1_RAT
>F1LST1_RAT/1293-1722 [subseq from] F1LST1_RAT
>F1LST1_RAT/1720-2387 [subseq from] F1LST1_RAT
>FINC_RAT/1-1290 [subseq from] FINC_RAT
>FINC_RAT/1293-1721 [subseq from] FINC_RAT
>FINC_RAT/1720-2387 [subseq from] FINC_RAT
>A0A087WSN6_MOUSE/1-1631 [subseq from] A0A087WSN6_MOUSE
>A0A087WSN6_MOUSE/1629-2296 [subseq from] A0A087WSN6_MOUSE
>I3M114_ICTTR/1-1292 [subseq from] I3M114_ICTTR
>I3M114_ICTTR/1289-2416 [subseq from] I3M114_ICTTR
>J9P8M2_CANLF/36-1618 [subseq from] J9P8M2_CANLF
>J9P8M2_CANLF/1616-2256 [subseq from] J9P8M2_CANLF
>A0A087WS56_MOUSE/1-1991 [subseq from] A0A087WS56_MOUSE
>A0A087WS56_MOUSE/1990-2266 [subseq from] A0A087WS56_MOUSE
>FINC_RAT/1-1291 [subseq from] FINC_RAT
>FINC_RAT/1285-2081 [subseq from] FINC_RAT
>FINC_RAT/2081-2358 [subseq from] FINC_RAT
>G3W5V5_SARHA/6-1636 [subseq from] G3W5V5_SARHA
>G3W5V5_SARHA/1634-2298 [subseq from] G3W5V5_SARHA
>B9EHT6_MOUSE/1-1631 [subseq from] B9EHT6_MOUSE
>B9EHT6_MOUSE/1629-2271 [subseq from] B9EHT6_MOUSE
>G3W5V6_SARHA/6-1640 [subseq from] G3W5V6_SARHA
>G3W5V6_SARHA/1638-2302 [subseq from] G3W5V6_SARHA
>F6Z5G8_MONDO/14-1996 [subseq from] F6Z5G8_MONDO
>F6Z5G8_MONDO/1996-2271 [subseq from] F6Z5G8_MONDO
>L9JFR7_TUPCH/1-182 [subseq from] L9JFR7_TUPCH
>L9JFR7_TUPCH/183-298 [subseq from] L9JFR7_TUPCH
>L9JFR7_TUPCH/298-1102 [subseq from] L9JFR7_TUPCH
>L9JFR7_TUPCH/1103-1230 [subseq from] L9JFR7_TUPCH
>L9JFR7_TUPCH/1228-2153 [subseq from] L9JFR7_TUPCH
>L9JFR7_TUPCH/2153-2379 [subseq from] L9JFR7_TUPCH
>B8Y9T0_BOVIN/1-1293 [subseq from] B8Y9T0_BOVIN
>B8Y9T0_BOVIN/1295-1724 [subseq from] B8Y9T0_BOVIN
>B8Y9T0_BOVIN/1722-1994 [subseq from] B8Y9T0_BOVIN
>B8Y9T0_BOVIN/1993-2268 [subseq from] B8Y9T0_BOVIN
>FINC_HUMAN/1-1991 [subseq from] FINC_HUMAN
>FINC_HUMAN/1990-2027 [subseq from] FINC_HUMAN
>S9WZA8_9CETA/1-606 [subseq from] S9WZA8_9CETA
>S9WZA8_9CETA/607-722 [subseq from] S9WZA8_9CETA
>S9WZA8_9CETA/751-1157 [subseq from] S9WZA8_9CETA
>S9WZA8_9CETA/1158-1247 [subseq from] S9WZA8_9CETA
>S9WZA8_9CETA/1242-2091 [subseq from] S9WZA8_9CETA
>S9WZA8_9CETA/2090-2328 [subseq from] S9WZA8_9CETA
>B7ZNJ1_MOUSE/1-1631 [subseq from] B7ZNJ1_MOUSE
>B7ZNJ1_MOUSE/1629-1900 [subseq from] B7ZNJ1_MOUSE
>B7ZNJ1_MOUSE/1899-2176 [subseq from] B7ZNJ1_MOUSE
>F7HU65_CALJA/30-1036 [subseq from] F7HU65_CALJA
>F7HU65_CALJA/1040-1924 [subseq from] F7HU65_CALJA
>F7HU65_CALJA/1921-2196 [subseq from] F7HU65_CALJA
>F7FHF5_MACMU/1-1990 [subseq from] F7FHF5_MACMU
>F7FHF5_MACMU/1989-2026 [subseq from] F7FHF5_MACMU
>F1NJT3_CHICK/8-1293 [subseq from] F1NJT3_CHICK
>F1NJT3_CHICK/1298-2480 [subseq from] F1NJT3_CHICK
>FINC_HUMAN/1-1258 [subseq from] FINC_HUMAN
>FINC_HUMAN/1256-1400 [subseq from] FINC_HUMAN
>FINC_HUMAN/1398-1736 [subseq from] FINC_HUMAN
>FINC_HUMAN/1733-2008 [subseq from] FINC_HUMAN
>U3IZ83_ANAPL/1-1240 [subseq from] U3IZ83_ANAPL
>U3IZ83_ANAPL/1245-2426 [subseq from] U3IZ83_ANAPL
>H0YXZ8_TAEGU/1-1238 [subseq from] H0YXZ8_TAEGU
>H0YXZ8_TAEGU/1243-2421 [subseq from] H0YXZ8_TAEGU
>M7AT71_CHEMY/30-1169 [subseq from] M7AT71_CHEMY
>M7AT71_CHEMY/1167-1258 [subseq from] M7AT71_CHEMY
>M7AT71_CHEMY/1256-2426 [subseq from] M7AT71_CHEMY
>F7EJ10_MACMU/1-1254 [subseq from] F7EJ10_MACMU
>F7EJ10_MACMU/1256-1400 [subseq from] F7EJ10_MACMU
>F7EJ10_MACMU/1398-1736 [subseq from] F7EJ10_MACMU
>F7EJ10_MACMU/1733-2008 [subseq from] F7EJ10_MACMU
>G1KRT6_ANOCA/14-1292 [subseq from] G1KRT6_ANOCA
>G1KRT6_ANOCA/1287-2097 [subseq from] G1KRT6_ANOCA
>G1KRT6_ANOCA/2099-2441 [subseq from] G1KRT6_ANOCA
>U3KEF7_FICAL/1-1173 [subseq from] U3KEF7_FICAL
>U3KEF7_FICAL/1171-2010 [subseq from] U3KEF7_FICAL
>U3KEF7_FICAL/2019-2304 [subseq from] U3KEF7_FICAL
>F1NJT4_CHICK/89-438 [subseq from] F1NJT4_CHICK
>F1NJT4_CHICK/439-2056 [subseq from] F1NJT4_CHICK
>F1NJT4_CHICK/2061-2352 [subseq from] F1NJT4_CHICK
>H0WR76_OTOGA/1-1290 [subseq from] H0WR76_OTOGA
>H0WR76_OTOGA/1294-1987 [subseq from] H0WR76_OTOGA
>V8P062_OPHHA/8-1248 [subseq from] V8P062_OPHHA
>V8P062_OPHHA/1243-2296 [subseq from] V8P062_OPHHA
>V8P062_OPHHA/2296-2381 [subseq from] V8P062_OPHHA
>F7EAN4_XENTR/8-1291 [subseq from] F7EAN4_XENTR
>F7EAN4_XENTR/1286-2472 [subseq from] F7EAN4_XENTR
>F7D3F1_XENTR/8-1285 [subseq from] F7D3F1_XENTR
>F7D3F1_XENTR/1281-2467 [subseq from] F7D3F1_XENTR
>W5MV92_LEPOC/9-1287 [subseq from] W5MV92_LEPOC
>W5MV92_LEPOC/1292-2456 [subseq from] W5MV92_LEPOC
>W5MV81_LEPOC/46-1303 [subseq from] W5MV81_LEPOC
>W5MV81_LEPOC/1308-2147 [subseq from] W5MV81_LEPOC
>W5MV81_LEPOC/2167-2428 [subseq from] W5MV81_LEPOC
>H3A822_LATCH/5-1260 [subseq from] H3A822_LATCH
>H3A822_LATCH/1256-2295 [subseq from] H3A822_LATCH
>I3J9G6_ORENI/10-1289 [subseq from] I3J9G6_ORENI
>I3J9G6_ORENI/1285-2486 [subseq from] I3J9G6_ORENI
>H2RSP4_TAKRU/2-1296 [subseq from] H2RSP4_TAKRU
>H2RSP4_TAKRU/1290-2477 [subseq from] H2RSP4_TAKRU
>G3NY30_GASAC/15-1285 [subseq from] G3NY30_GASAC
>G3NY30_GASAC/1279-2490 [subseq from] G3NY30_GASAC
>I3J9G5_ORENI/10-1285 [subseq from] I3J9G5_ORENI
>I3J9G5_ORENI/1281-2490 [subseq from] I3J9G5_ORENI
>B0S602_DANRE/12-1290 [subseq from] B0S602_DANRE
>B0S602_DANRE/1293-2475 [subseq from] B0S602_DANRE
>H2RSP8_TAKRU/9-1285 [subseq from] H2RSP8_TAKRU
>H2RSP8_TAKRU/1278-2480 [subseq from] H2RSP8_TAKRU
>H2RSQ0_TAKRU/9-1296 [subseq from] H2RSQ0_TAKRU
>H2RSQ0_TAKRU/1290-2469 [subseq from] H2RSQ0_TAKRU
>H2RSP7_TAKRU/9-1299 [subseq from] H2RSP7_TAKRU
>H2RSP7_TAKRU/1293-2505 [subseq from] H2RSP7_TAKRU
>F1RBP8_DANRE/12-1287 [subseq from] F1RBP8_DANRE
>F1RBP8_DANRE/1282-2472 [subseq from] F1RBP8_DANRE
>H2RSP9_TAKRU/9-2410 [subseq from] H2RSP9_TAKRU
>H3BWM9_TETNG/13-1294 [subseq from] H3BWM9_TETNG
>H3BWM9_TETNG/1296-2502 [subseq from] H3BWM9_TETNG
>H3C0U4_TETNG/10-1299 [subseq from] H3C0U4_TETNG
>H3C0U4_TETNG/1301-2501 [subseq from] H3C0U4_TETNG
>H2RSP6_TAKRU/2-2011 [subseq from] H2RSP6_TAKRU
>H2RSP6_TAKRU/2001-2270 [subseq from] H2RSP6_TAKRU
>H3DI37_TETNG/10-1295 [subseq from] H3DI37_TETNG
>H3DI37_TETNG/1297-2508 [subseq from] H3DI37_TETNG
>H3DI38_TETNG/10-2414 [subseq from] H3DI38_TETNG
>H2N233_ORYLA/13-1287 [subseq from] H2N233_ORYLA
>H2N233_ORYLA/1281-2491 [subseq from] H2N233_ORYLA
>A0A087XIF0_POEFO/15-1284 [subseq from] A0A087XIF0_POEFO
>A0A087XIF0_POEFO/1280-2496 [subseq from] A0A087XIF0_POEFO
>A0A0P7VC25_9TELE/5-1230 [subseq from] A0A0P7VC25_9TELE
>A0A0P7VC25_9TELE/1226-2078 [subseq from] A0A0P7VC25_9TELE
>A0A0P7VC25_9TELE/2111-2382 [subseq from] A0A0P7VC25_9TELE
>A0A096LSQ5_POEFO/11-1287 [subseq from] A0A096LSQ5_POEFO
>A0A096LSQ5_POEFO/1280-2501 [subseq from] A0A096LSQ5_POEFO
>M3ZI45_XIPMA/15-1284 [subseq from] M3ZI45_XIPMA
>M3ZI45_XIPMA/1278-2496 [subseq from] M3ZI45_XIPMA
>H2RSP5_TAKRU/2-1649 [subseq from] H2RSP5_TAKRU
>H2RSP5_TAKRU/1623-2296 [subseq from] H2RSP5_TAKRU
>A0A0P7UFE7_9TELE/48-1135 [subseq from] A0A0P7UFE7_9TELE
>A0A0P7UFE7_9TELE/1132-1220 [subseq from] A0A0P7UFE7_9TELE
>A0A0P7UFE7_9TELE/1226-2344 [subseq from] A0A0P7UFE7_9TELE
>A2CEW3_DANRE/9-1290 [subseq from] A2CEW3_DANRE
>A2CEW3_DANRE/1296-2486 [subseq from] A2CEW3_DANRE
>F1RB09_DANRE/9-2394 [subseq from] F1RB09_DANRE
>I3J5Q9_ORENI/5-1282 [subseq from] I3J5Q9_ORENI
>I3J5Q9_ORENI/1284-2446 [subseq from] I3J5Q9_ORENI
>I3J5Q8_ORENI/5-2345 [subseq from] I3J5Q8_ORENI
>A0A0R4IDI3_DANRE/1-1209 [subseq from] A0A0R4IDI3_DANRE
>A0A0R4IDI3_DANRE/1215-2405 [subseq from] A0A0R4IDI3_DANRE
>W5KDT9_ASTMX/15-1008 [subseq from] W5KDT9_ASTMX
>W5KDT9_ASTMX/1128-2349 [subseq from] W5KDT9_ASTMX
>H2V3X5_TAKRU/7-1284 [subseq from] H2V3X5_TAKRU
>H2V3X5_TAKRU/1282-2461 [subseq from] H2V3X5_TAKRU
>A0A096M5L5_POEFO/3-1274 [subseq from] A0A096M5L5_POEFO
>A0A096M5L5_POEFO/1279-2428 [subseq from] A0A096M5L5_POEFO
>M3ZI24_XIPMA/3-2341 [subseq from] M3ZI24_XIPMA
>H2V3X8_TAKRU/2-2058 [subseq from] H2V3X8_TAKRU
>H2V3X8_TAKRU/2054-2318 [subseq from] H2V3X8_TAKRU
>H2LFT1_ORYLA/9-1295 [subseq from] H2LFT1_ORYLA
>H2LFT1_ORYLA/1294-2118 [subseq from] H2LFT1_ORYLA
>H2LFT1_ORYLA/2187-2447 [subseq from] H2LFT1_ORYLA
>H2V3X4_TAKRU/7-1292 [subseq from] H2V3X4_TAKRU
>H2V3X4_TAKRU/1291-2464 [subseq from] H2V3X4_TAKRU
>H2V3X6_TAKRU/7-2376 [subseq from] H2V3X6_TAKRU
>H2V3X7_TAKRU/7-1643 [subseq from] H2V3X7_TAKRU
>H2V3X7_TAKRU/1604-2262 [subseq from] H2V3X7_TAKRU
>F6UJ31_ORNAN/1-1385 [subseq from] F6UJ31_ORNAN
>A0A087YEU6_POEFO/3-1273 [subseq from] A0A087YEU6_POEFO
>A0A087YEU6_POEFO/1279-2311 [subseq from] A0A087YEU6_POEFO
>H3CVR8_TETNG/2-1280 [subseq from] H3CVR8_TETNG
>H3CVR8_TETNG/1286-1541 [subseq from] H3CVR8_TETNG
>H3CVR8_TETNG/1583-2316 [subseq from] H3CVR8_TETNG
>H3CVR7_TETNG/2-1437 [subseq from] H3CVR7_TETNG
>H3CVR7_TETNG/1486-2217 [subseq from] H3CVR7_TETNG
>W5KP40_ASTMX/1-1288 [subseq from] W5KP40_ASTMX
>W5KP40_ASTMX/1282-1637 [subseq from] W5KP40_ASTMX
>W5KP40_ASTMX/1785-2443 [subseq from] W5KP40_ASTMX
>H0Y7Z1_HUMAN/3-439 [subseq from] H0Y7Z1_HUMAN
>H0Y7Z1_HUMAN/437-1103 [subseq from] H0Y7Z1_HUMAN
>G1MWJ4_MELGA/1-51 [subseq from] G1MWJ4_MELGA
>G1MWJ4_MELGA/51-167 [subseq from] G1MWJ4_MELGA
>G1MWJ4_MELGA/172-1256 [subseq from] G1MWJ4_MELGA
>FINC_CHICK/1-49 [subseq from] FINC_CHICK
>FINC_CHICK/50-167 [subseq from] FINC_CHICK
>FINC_CHICK/165-1256 [subseq from] FINC_CHICK
>A0A096LRS1_POEFO/3-1273 [subseq from] A0A096LRS1_POEFO
>A0A096LRS1_POEFO/1279-1670 [subseq from] A0A096LRS1_POEFO
>A0A096MD52_POEFO/3-1577 [subseq from] A0A096MD52_POEFO
>F7F8Y5_ORNAN/4-990 [subseq from] F7F8Y5_ORNAN
>F7F8Z0_ORNAN/5-995 [subseq from] F7F8Z0_ORNAN
>A0A096LX48_POEFO/1-959 [subseq from] A0A096LX48_POEFO
>A0A096LX48_POEFO/965-1356 [subseq from] A0A096LX48_POEFO
>FINC_HUMAN/1-648 [subseq from] FINC_HUMAN
>F7EJF6_MACMU/1-648 [subseq from] F7EJF6_MACMU
>FINC_HUMAN/1-633 [subseq from] FINC_HUMAN
>F7HU63_CALJA/1-634 [subseq from] F7HU63_CALJA
>G1L9Z4_AILME/90-695 [subseq from] G1L9Z4_AILME
>G3PQW8_GASAC/2-933 [subseq from] G3PQW8_GASAC
>G3PQW8_GASAC/972-1242 [subseq from] G3PQW8_GASAC
>FINC_CANLF/1-522 [subseq from] FINC_CANLF
>FINC_HORSE/1-522 [subseq from] FINC_HORSE
>Q4KL80_MOUSE/1-346 [subseq from] Q4KL80_MOUSE
>W4XBI8_STRPU/15-243 [subseq from] W4XBI8_STRPU
>W4XBI8_STRPU/120-668 [subseq from] W4XBI8_STRPU
>W4XBI8_STRPU/637-1048 [subseq from] W4XBI8_STRPU
>W4XBI8_STRPU/1070-1526 [subseq from] W4XBI8_STRPU
>W4XBI8_STRPU/1255-1721 [subseq from] W4XBI8_STRPU
>W4XBI8_STRPU/1541-1906 [subseq from] W4XBI8_STRPU
>W4XBI8_STRPU/1837-2384 [subseq from] W4XBI8_STRPU
>W4XBI8_STRPU/2399-2764 [subseq from] W4XBI8_STRPU
>W4XBI8_STRPU/2698-2955 [subseq from] W4XBI8_STRPU
>W4XBI8_STRPU/2785-3155 [subseq from] W4XBI8_STRPU
>H3B208_LATCH/2086-2621 [subseq from] H3B208_LATCH
>H3B208_LATCH/2716-3155 [subseq from] H3B208_LATCH
>H3B208_LATCH/3405-3601 [subseq from] H3B208_LATCH
>H3B208_LATCH/3722-4311 [subseq from] H3B208_LATCH
>H3B208_LATCH/4518-4710 [subseq from] H3B208_LATCH
>H3B208_LATCH/4787-5018 [subseq from] H3B208_LATCH
>H3B208_LATCH/4991-5655 [subseq from] H3B208_LATCH
>H3B208_LATCH/5840-6380 [subseq from] H3B208_LATCH
>H3B208_LATCH/6511-6690 [subseq from] H3B208_LATCH
>H3B208_LATCH/7202-7421 [subseq from] H3B208_LATCH
>H3B208_LATCH/7599-7784 [subseq from] H3B208_LATCH
>H3B208_LATCH/7869-8167 [subseq from] H3B208_LATCH
>H3B208_LATCH/8277-9074 [subseq from] H3B208_LATCH
>H3B208_LATCH/8980-9660 [subseq from] H3B208_LATCH
>H3B208_LATCH/9773-9951 [subseq from] H3B208_LATCH
>H3B208_LATCH/10035-10290 [subseq from] H3B208_LATCH
>H3B208_LATCH/10438-10740 [subseq from] H3B208_LATCH
>H3B208_LATCH/10834-11034 [subseq from] H3B208_LATCH
>H3B208_LATCH/11142-11423 [subseq from] H3B208_LATCH
>H3B208_LATCH/11913-12116 [subseq from] H3B208_LATCH
>H3B208_LATCH/12200-12499 [subseq from] H3B208_LATCH
>H3B208_LATCH/12598-13199 [subseq from] H3B208_LATCH
>H3B208_LATCH/13681-14280 [subseq from] H3B208_LATCH
>H3B208_LATCH/14393-14678 [subseq from] H3B208_LATCH
>H3B208_LATCH/14792-15073 [subseq from] H3B208_LATCH
>H3B208_LATCH/15183-15361 [subseq from] H3B208_LATCH
>H3B208_LATCH/15479-15704 [subseq from] H3B208_LATCH
>H3B208_LATCH/15882-16170 [subseq from] H3B208_LATCH
>H3B208_LATCH/16584-16841 [subseq from] H3B208_LATCH
>H3B208_LATCH/16964-17246 [subseq from] H3B208_LATCH
>H3B208_LATCH/17371-17545 [subseq from] H3B208_LATCH
>H3B208_LATCH/17659-17935 [subseq from] H3B208_LATCH
>H3B208_LATCH/18421-18633 [subseq from] H3B208_LATCH
>H3B208_LATCH/18745-19024 [subseq from] H3B208_LATCH
>H3B208_LATCH/19146-19422 [subseq from] H3B208_LATCH
>A0A087X7Y5_POEFO/7658-8258 [subseq from] A0A087X7Y5_POEFO
>A0A087X7Y5_POEFO/8640-9223 [subseq from] A0A087X7Y5_POEFO
>A0A087X7Y5_POEFO/9433-9941 [subseq from] A0A087X7Y5_POEFO
>A0A087X7Y5_POEFO/10469-10619 [subseq from] A0A087X7Y5_POEFO
>A0A087X7Y5_POEFO/10787-11316 [subseq from] A0A087X7Y5_POEFO
>A0A087X7Y5_POEFO/11497-11782 [subseq from] A0A087X7Y5_POEFO
>A0A087X7Y5_POEFO/12168-12357 [subseq from] A0A087X7Y5_POEFO
>A0A087X7Y5_POEFO/12792-13091 [subseq from] A0A087X7Y5_POEFO
>A0A087X7Y5_POEFO/13267-13451 [subseq from] A0A087X7Y5_POEFO
>A0A087X7Y5_POEFO/13621-13843 [subseq from] A0A087X7Y5_POEFO
